class_id,crosses_families,type,mu,lambda
59904,0,C3,1 0 4,3 2 3
59904,0,C3,1 0 5,3 2 4
59904,0,C3,1 0 6,3 2 5
59904,0,C4,3 1 0 3,0 3 2 2
59905,1,C3,1 0 3,3 2 3
59905,1,F4,3 3 0 1,0 3 2 3
59906,1,C3,1 0 3,3 3 1
59906,1,C3,1 0 4,3 3 2
59906,1,C3,1 0 5,3 3 3
59906,1,C3,1 0 6,3 3 4
59906,1,C4,3 1 0 3,0 3 3 1
59906,1,F4,1 3 0 1,0 1 3 3
59906,1,F4,2 3 0 1,1 1 3 3
59906,1,F4,3 3 0 1,2 1 3 3
59909,1,C3,1 1 0,0 0 3
59909,1,C4,1 1 1 0,0 0 0 3
59909,1,C4,2 1 1 0,1 0 0 3
59909,1,C4,3 1 1 0,2 0 0 3
59909,1,F4,3 0 1 1,0 3 0 0
59910,0,C3,1 1 0,0 1 2
59910,0,C4,1 1 1 0,0 0 1 2
59910,0,C4,2 1 1 0,1 0 1 2
59910,0,C4,3 1 1 0,2 0 1 2
59911,0,C3,1 1 0,0 1 3
59911,0,C4,2 1 1 0,0 0 1 3
59911,0,C4,3 1 1 0,1 0 1 3
59912,1,C3,1 1 0,0 2 1
59912,1,C4,1 1 1 0,0 0 2 1
59912,1,C4,2 1 1 0,1 0 2 1
59912,1,C4,3 1 1 0,2 0 2 1
59912,1,F4,2 0 1 1,0 1 2 0
59912,1,F4,3 0 1 1,1 1 2 0
59913,0,C3,1 1 0,0 2 2
59913,0,C4,2 1 1 0,0 0 2 2
59913,0,C4,3 1 1 0,1 0 2 2
59914,0,C3,1 1 0,0 2 3
59914,0,C4,3 1 1 0,0 0 2 3
59915,0,C3,1 1 0,0 3 0
59915,0,C4,1 1 1 0,0 0 3 0
59915,0,C4,2 1 1 0,1 0 3 0
59915,0,C4,3 1 1 0,2 0 3 0
59916,1,C3,1 1 0,0 3 1
59916,1,C4,2 1 1 0,0 0 3 1
59916,1,C4,3 1 1 0,1 0 3 1
59916,1,F4,3 0 1 1,0 1 3 0
59917,0,C3,1 1 0,0 3 2
59917,0,C4,3 1 1 0,0 0 3 2
59919,1,C3,1 1 0,1 0 2
59919,1,C3,2 1 0,2 0 2
59919,1,C3,3 1 0,3 0 2
59919,1,C3,4 1 0,4 0 2
59919,1,C3,5 1 0,5 0 2
59919,1,C3,6 1 0,6 0 2
59919,1,C4,1 1 1 0,0 1 0 2
59919,1,C4,1 2 1 0,0 2 0 2
59919,1,C4,1 3 1 0,0 3 0 2
59919,1,C4,2 1 1 0,1 1 0 2
59919,1,C4,2 2 1 0,1 2 0 2
59919,1,C4,2 3 1 0,1 3 0 2
59919,1,C4,3 1 1 0,2 1 0 2
59919,1,C4,3 2 1 0,2 2 0 2
59919,1,C4,3 3 1 0,2 3 0 2
59919,1,F4,2 0 1 1,0 2 0 1
59919,1,F4,2 0 1 2,0 2 0 2
59919,1,F4,2 0 1 3,0 2 0 3
59919,1,F4,3 0 1 1,1 2 0 1
59919,1,F4,3 0 1 2,1 2 0 2
59919,1,F4,3 0 1 3,1 2 0 3
59920,0,C3,1 1 0,1 0 3
59920,0,C4,2 1 1 0,0 1 0 3
59920,0,C4,3 1 1 0,1 1 0 3
59921,0,C3,1 1 0,1 1 1
59921,0,C3,2 1 0,2 1 1
59921,0,C3,3 1 0,3 1 1
59921,0,C3,4 1 0,4 1 1
59921,0,C3,5 1 0,5 1 1
59921,0,C3,6 1 0,6 1 1
59921,0,C4,1 1 1 0,0 1 1 1
59921,0,C4,1 2 1 0,0 2 1 1
59921,0,C4,1 3 1 0,0 3 1 1
59921,0,C4,2 1 1 0,1 1 1 1
59921,0,C4,2 2 1 0,1 2 1 1
59921,0,C4,2 3 1 0,1 3 1 1
59921,0,C4,3 1 1 0,2 1 1 1
59921,0,C4,3 2 1 0,2 2 1 1
59921,0,C4,3 3 1 0,2 3 1 1
59922,1,C3,1 1 0,1 1 2
59922,1,C4,2 1 1 0,0 1 1 2
59922,1,C4,3 1 1 0,1 1 1 2
59922,1,F4,3 0 1 1,0 2 1 1
59923,0,C3,1 1 0,1 1 3
59923,0,C4,3 1 1 0,0 1 1 3
59924,1,C3,1 1 0,1 2 0
59924,1,C3,2 1 0,2 2 0
59924,1,C3,3 1 0,3 2 0
59924,1,C3,4 1 0,4 2 0
59924,1,C3,5 1 0,5 2 0
59924,1,C3,6 1 0,6 2 0
59924,1,C4,1 1 1 0,0 1 2 0
59924,1,C4,1 2 1 0,0 2 2 0
59924,1,C4,1 3 1 0,0 3 2 0
59924,1,C4,2 1 1 0,1 1 2 0
59924,1,C4,2 2 1 0,1 2 2 0
59924,1,C4,2 3 1 0,1 3 2 0
59924,1,C4,3 1 1 0,2 1 2 0
59924,1,C4,3 2 1 0,2 2 2 0
59924,1,C4,3 3 1 0,2 3 2 0
59924,1,F4,1 0 1 1,0 0 2 1
59924,1,F4,1 0 1 2,0 0 2 2
59924,1,F4,1 0 1 3,0 0 2 3
59924,1,F4,2 0 1 1,1 0 2 1
59924,1,F4,2 0 1 2,1 0 2 2
59924,1,F4,2 0 1 3,1 0 2 3
59924,1,F4,3 0 1 1,2 0 2 1
59924,1,F4,3 0 1 2,2 0 2 2
59924,1,F4,3 0 1 3,2 0 2 3
59925,0,C3,1 1 0,1 2 1
59925,0,C4,2 1 1 0,0 1 2 1
59925,0,C4,3 1 1 0,1 1 2 1
59926,0,C3,1 1 0,1 2 2
59926,0,C4,3 1 1 0,0 1 2 2
59928,1,C3,1 1 0,1 3 0
59928,1,C4,2 1 1 0,0 1 3 0
59928,1,C4,3 1 1 0,1 1 3 0
59928,1,F4,2 0 1 1,0 0 3 1
59928,1,F4,3 0 1 1,1 0 3 1
59929,0,C3,1 1 0,1 3 1
59929,0,C4,3 1 1 0,0 1 3 1
59932,0,C3,1 1 0,2 0 2
59932,0,C4,2 1 1 0,0 2 0 2
59932,0,C4,3 1 1 0,1 2 0 2
59933,0,C3,1 1 0,2 0 3
59933,0,C4,3 1 1 0,0 2 0 3
59934,1,C3,1 1 0,2 1 1
59934,1,C4,2 1 1 0,0 2 1 1
59934,1,C4,3 1 1 0,1 2 1 1
59934,1,F4,2 0 1 1,0 1 1 2
59934,1,F4,3 0 1 1,1 1 1 2
59935,0,C3,1 1 0,2 1 2
59935,0,C4,3 1 1 0,0 2 1 2
59937,0,C3,1 1 0,2 2 0
59937,0,C4,2 1 1 0,0 2 2 0
59937,0,C4,3 1 1 0,1 2 2 0
59938,1,C3,1 1 0,2 2 1
59938,1,C4,3 1 1 0,0 2 2 1
59938,1,F4,3 0 1 1,0 1 2 2
59941,0,C3,1 1 0,2 3 0
59941,0,C4,3 1 1 0,0 2 3 0
59945,0,C3,1 1 0,3 0 1
59945,0,C3,2 1 0,4 0 1
59945,0,C3,3 1 0,5 0 1
59945,0,C3,4 1 0,6 0 1
59945,0,C4,2 1 1 0,0 3 0 1
59945,0,C4,3 1 1 0,1 3 0 1
59946,1,C3,1 1 0,3 0 2
59946,1,C4,3 1 1 0,0 3 0 2
59946,1,F4,3 0 1 1,0 2 0 3
59948,1,C3,1 1 0,3 1 0
59948,1,C3,2 1 0,4 1 0
59948,1,C3,3 1 0,5 1 0
59948,1,C3,4 1 0,6 1 0
59948,1,C4,2 1 1 0,0 3 1 0
59948,1,C4,3 1 1 0,1 3 1 0
59948,1,F4,1 0 1 1,0 0 1 3
59948,1,F4,2 0 1 1,1 0 1 3
59948,1,F4,3 0 1 1,2 0 1 3
59949,0,C3,1 1 0,3 1 1
59949,0,C4,3 1 1 0,0 3 1 1
59952,1,C3,1 1 0,3 2 0
59952,1,C4,3 1 1 0,0 3 2 0
59952,1,F4,2 0 1 1,0 0 2 3
59952,1,F4,3 0 1 1,1 0 2 3
59956,1,C3,1 1 0,3 3 0
59956,1,F4,3 0 1 1,0 0 3 3
59960,0,C3,1 1 1,0 1 3
59960,0,C4,1 1 1 1,0 0 1 3
59960,0,C4,2 1 1 1,1 0 1 3
59960,0,C4,3 1 1 1,2 0 1 3
59961,1,C3,1 1 1,0 2 2
59961,1,C4,1 1 1 1,0 0 2 2
59961,1,C4,2 1 1 1,1 0 2 2
59961,1,C4,3 1 1 1,2 0 2 2
59961,1,F4,2 1 1 1,0 2 2 0
59961,1,F4,3 1 1 1,1 2 2 0
59962,0,C3,1 1 1,0 2 3
59962,0,C4,2 1 1 1,0 0 2 3
59962,0,C4,3 1 1 1,1 0 2 3
59963,0,C3,1 1 1,0 3 1
59963,0,C4,1 1 1 1,0 0 3 1
59963,0,C4,2 1 1 1,1 0 3 1
59963,0,C4,3 1 1 1,2 0 3 1
59964,1,C3,1 1 1,0 3 2
59964,1,C4,2 1 1 1,0 0 3 2
59964,1,C4,3 1 1 1,1 0 3 2
59964,1,F4,3 1 1 1,0 2 3 0
59965,0,C3,1 1 1,0 3 3
59965,0,C4,3 1 1 1,0 0 3 3
59966,1,C3,1 1 1,1 0 3
59966,1,C3,1 1 2,1 0 4
59966,1,C3,1 1 3,1 0 5
59966,1,C3,1 1 4,1 0 6
59966,1,C3,2 1 1,2 0 3
59966,1,C3,2 1 2,2 0 4
59966,1,C3,2 1 3,2 0 5
59966,1,C3,2 1 4,2 0 6
59966,1,C3,3 1 1,3 0 3
59966,1,C3,3 1 2,3 0 4
59966,1,C3,3 1 3,3 0 5
59966,1,C3,3 1 4,3 0 6
59966,1,C3,4 1 1,4 0 3
59966,1,C3,4 1 2,4 0 4
59966,1,C3,4 1 3,4 0 5
59966,1,C3,4 1 4,4 0 6
59966,1,C3,5 1 1,5 0 3
59966,1,C3,5 1 2,5 0 4
59966,1,C3,5 1 3,5 0 5
59966,1,C3,5 1 4,5 0 6
59966,1,C3,6 1 1,6 0 3
59966,1,C3,6 1 2,6 0 4
59966,1,C3,6 1 3,6 0 5
59966,1,C3,6 1 4,6 0 6
59966,1,C4,1 1 1 1,0 1 0 3
59966,1,C4,1 2 1 1,0 2 0 3
59966,1,C4,1 3 1 1,0 3 0 3
59966,1,C4,2 1 1 1,1 1 0 3
59966,1,C4,2 2 1 1,1 2 0 3
59966,1,C4,2 3 1 1,1 3 0 3
59966,1,C4,3 1 1 1,2 1 0 3
59966,1,C4,3 2 1 1,2 2 0 3
59966,1,C4,3 3 1 1,2 3 0 3
59966,1,F4,2 1 1 1,0 3 0 1
59966,1,F4,2 1 1 2,0 3 0 2
59966,1,F4,2 1 1 3,0 3 0 3
59966,1,F4,3 1 1 1,1 3 0 1
59966,1,F4,3 1 1 2,1 3 0 2
59966,1,F4,3 1 1 3,1 3 0 3
59967,0,C3,1 1 1,1 1 2
59967,0,C3,1 1 2,1 1 3
59967,0,C3,1 1 3,1 1 4
59967,0,C3,1 1 4,1 1 5
59967,0,C3,1 1 5,1 1 6
59967,0,C3,2 1 1,2 1 2
59967,0,C3,2 1 2,2 1 3
59967,0,C3,2 1 3,2 1 4
59967,0,C3,2 1 4,2 1 5
59967,0,C3,2 1 5,2 1 6
59967,0,C3,3 1 1,3 1 2
59967,0,C3,3 1 2,3 1 3
59967,0,C3,3 1 3,3 1 4
59967,0,C3,3 1 4,3 1 5
59967,0,C3,3 1 5,3 1 6
59967,0,C3,4 1 1,4 1 2
59967,0,C3,4 1 2,4 1 3
59967,0,C3,4 1 3,4 1 4
59967,0,C3,4 1 4,4 1 5
59967,0,C3,4 1 5,4 1 6
59967,0,C3,5 1 1,5 1 2
59967,0,C3,5 1 2,5 1 3
59967,0,C3,5 1 3,5 1 4
59967,0,C3,5 1 4,5 1 5
59967,0,C3,5 1 5,5 1 6
59967,0,C3,6 1 1,6 1 2
59967,0,C3,6 1 2,6 1 3
59967,0,C3,6 1 3,6 1 4
59967,0,C3,6 1 4,6 1 5
59967,0,C3,6 1 5,6 1 6
59967,0,C4,1 1 1 1,0 1 1 2
59967,0,C4,1 1 1 2,0 1 1 3
59967,0,C4,1 2 1 1,0 2 1 2
59967,0,C4,1 2 1 2,0 2 1 3
59967,0,C4,1 3 1 1,0 3 1 2
59967,0,C4,1 3 1 2,0 3 1 3
59967,0,C4,2 1 1 1,1 1 1 2
59967,0,C4,2 1 1 2,1 1 1 3
59967,0,C4,2 2 1 1,1 2 1 2
59967,0,C4,2 2 1 2,1 2 1 3
59967,0,C4,2 3 1 1,1 3 1 2
59967,0,C4,2 3 1 2,1 3 1 3
59967,0,C4,3 1 1 1,2 1 1 2
59967,0,C4,3 1 1 2,2 1 1 3
59967,0,C4,3 2 1 1,2 2 1 2
59967,0,C4,3 2 1 2,2 2 1 3
59967,0,C4,3 3 1 1,2 3 1 2
59967,0,C4,3 3 1 2,2 3 1 3
59968,1,C3,1 1 1,1 1 3
59968,1,C4,2 1 1 1,0 1 1 3
59968,1,C4,3 1 1 1,1 1 1 3
59968,1,F4,3 1 1 1,0 3 1 1
59969,1,C3,1 1 1,1 2 1
59969,1,C3,1 1 2,1 2 2
59969,1,C3,1 1 3,1 2 3
59969,1,C3,1 1 4,1 2 4
59969,1,C3,1 1 5,1 2 5
59969,1,C3,1 1 6,1 2 6
59969,1,C3,2 1 1,2 2 1
59969,1,C3,2 1 2,2 2 2
59969,1,C3,2 1 3,2 2 3
59969,1,C3,2 1 4,2 2 4
59969,1,C3,2 1 5,2 2 5
59969,1,C3,2 1 6,2 2 6
59969,1,C3,3 1 1,3 2 1
59969,1,C3,3 1 2,3 2 2
59969,1,C3,3 1 3,3 2 3
59969,1,C3,3 1 4,3 2 4
59969,1,C3,3 1 5,3 2 5
59969,1,C3,3 1 6,3 2 6
59969,1,C3,4 1 1,4 2 1
59969,1,C3,4 1 2,4 2 2
59969,1,C3,4 1 3,4 2 3
59969,1,C3,4 1 4,4 2 4
59969,1,C3,4 1 5,4 2 5
59969,1,C3,4 1 6,4 2 6
59969,1,C3,5 1 1,5 2 1
59969,1,C3,5 1 2,5 2 2
59969,1,C3,5 1 3,5 2 3
59969,1,C3,5 1 4,5 2 4
59969,1,C3,5 1 5,5 2 5
59969,1,C3,5 1 6,5 2 6
59969,1,C3,6 1 1,6 2 1
59969,1,C3,6 1 2,6 2 2
59969,1,C3,6 1 3,6 2 3
59969,1,C3,6 1 4,6 2 4
59969,1,C3,6 1 5,6 2 5
59969,1,C3,6 1 6,6 2 6
59969,1,C4,1 1 1 1,0 1 2 1
59969,1,C4,1 1 1 2,0 1 2 2
59969,1,C4,1 1 1 3,0 1 2 3
59969,1,C4,1 2 1 1,0 2 2 1
59969,1,C4,1 2 1 2,0 2 2 2
59969,1,C4,1 2 1 3,0 2 2 3
59969,1,C4,1 3 1 1,0 3 2 1
59969,1,C4,1 3 1 2,0 3 2 2
59969,1,C4,1 3 1 3,0 3 2 3
59969,1,C4,2 1 1 1,1 1 2 1
59969,1,C4,2 1 1 2,1 1 2 2
59969,1,C4,2 1 1 3,1 1 2 3
59969,1,C4,2 2 1 1,1 2 2 1
59969,1,C4,2 2 1 2,1 2 2 2
59969,1,C4,2 2 1 3,1 2 2 3
59969,1,C4,2 3 1 1,1 3 2 1
59969,1,C4,2 3 1 2,1 3 2 2
59969,1,C4,2 3 1 3,1 3 2 3
59969,1,C4,3 1 1 1,2 1 2 1
59969,1,C4,3 1 1 2,2 1 2 2
59969,1,C4,3 1 1 3,2 1 2 3
59969,1,C4,3 2 1 1,2 2 2 1
59969,1,C4,3 2 1 2,2 2 2 2
59969,1,C4,3 2 1 3,2 2 2 3
59969,1,C4,3 3 1 1,2 3 2 1
59969,1,C4,3 3 1 2,2 3 2 2
59969,1,C4,3 3 1 3,2 3 2 3
59969,1,F4,1 1 1 1,0 1 2 1
59969,1,F4,1 1 1 2,0 1 2 2
59969,1,F4,1 1 1 3,0 1 2 3
59969,1,F4,1 2 1 1,0 2 2 1
59969,1,F4,1 2 1 2,0 2 2 2
59969,1,F4,1 2 1 3,0 2 2 3
59969,1,F4,1 3 1 1,0 3 2 1
59969,1,F4,1 3 1 2,0 3 2 2
59969,1,F4,1 3 1 3,0 3 2 3
59969,1,F4,2 1 1 1,1 1 2 1
59969,1,F4,2 1 1 2,1 1 2 2
59969,1,F4,2 1 1 3,1 1 2 3
59969,1,F4,2 2 1 1,1 2 2 1
59969,1,F4,2 2 1 2,1 2 2 2
59969,1,F4,2 2 1 3,1 2 2 3
59969,1,F4,2 3 1 1,1 3 2 1
59969,1,F4,2 3 1 2,1 3 2 2
59969,1,F4,2 3 1 3,1 3 2 3
59969,1,F4,3 1 1 1,2 1 2 1
59969,1,F4,3 1 1 2,2 1 2 2
59969,1,F4,3 1 1 3,2 1 2 3
59969,1,F4,3 2 1 1,2 2 2 1
59969,1,F4,3 2 1 2,2 2 2 2
59969,1,F4,3 2 1 3,2 2 2 3
59969,1,F4,3 3 1 1,2 3 2 1
59969,1,F4,3 3 1 2,2 3 2 2
59969,1,F4,3 3 1 3,2 3 2 3
59970,0,C3,1 1 1,1 2 2
59970,0,C4,2 1 1 1,0 1 2 2
59970,0,C4,3 1 1 1,1 1 2 2
59971,0,C3,1 1 1,1 2 3
59971,0,C4,3 1 1 1,0 1 2 3
59972,0,C3,1 1 1,1 3 0
59972,0,C3,1 1 2,1 3 1
59972,0,C3,1 1 3,1 3 2
59972,0,C3,1 1 4,1 3 3
59972,0,C3,1 1 5,1 3 4
59972,0,C3,1 1 6,1 3 5
59972,0,C3,1 2 1,1 4 0
59972,0,C3,1 2 2,1 4 1
59972,0,C3,1 2 3,1 4 2
59972,0,C3,1 2 4,1 4 3
59972,0,C3,1 2 5,1 4 4
59972,0,C3,1 2 6,1 4 5
59972,0,C3,1 3 1,1 5 0
59972,0,C3,1 3 2,1 5 1
59972,0,C3,1 3 3,1 5 2
59972,0,C3,1 3 4,1 5 3
59972,0,C3,1 3 5,1 5 4
59972,0,C3,1 3 6,1 5 5
59972,0,C3,1 4 1,1 6 0
59972,0,C3,1 4 2,1 6 1
59972,0,C3,1 4 3,1 6 2
59972,0,C3,1 4 4,1 6 3
59972,0,C3,1 4 5,1 6 4
59972,0,C3,1 4 6,1 6 5
59972,0,C3,2 1 1,2 3 0
59972,0,C3,2 1 2,2 3 1
59972,0,C3,2 1 3,2 3 2
59972,0,C3,2 1 4,2 3 3
59972,0,C3,2 1 5,2 3 4
59972,0,C3,2 1 6,2 3 5
59972,0,C3,2 2 1,2 4 0
59972,0,C3,2 2 2,2 4 1
59972,0,C3,2 2 3,2 4 2
59972,0,C3,2 2 4,2 4 3
59972,0,C3,2 2 5,2 4 4
59972,0,C3,2 2 6,2 4 5
59972,0,C3,2 3 1,2 5 0
59972,0,C3,2 3 2,2 5 1
59972,0,C3,2 3 3,2 5 2
59972,0,C3,2 3 4,2 5 3
59972,0,C3,2 3 5,2 5 4
59972,0,C3,2 3 6,2 5 5
59972,0,C3,2 4 1,2 6 0
59972,0,C3,2 4 2,2 6 1
59972,0,C3,2 4 3,2 6 2
59972,0,C3,2 4 4,2 6 3
59972,0,C3,2 4 5,2 6 4
59972,0,C3,2 4 6,2 6 5
59972,0,C3,3 1 1,3 3 0
59972,0,C3,3 1 2,3 3 1
59972,0,C3,3 1 3,3 3 2
59972,0,C3,3 1 4,3 3 3
59972,0,C3,3 1 5,3 3 4
59972,0,C3,3 1 6,3 3 5
59972,0,C3,3 2 1,3 4 0
59972,0,C3,3 2 2,3 4 1
59972,0,C3,3 2 3,3 4 2
59972,0,C3,3 2 4,3 4 3
59972,0,C3,3 2 5,3 4 4
59972,0,C3,3 2 6,3 4 5
59972,0,C3,3 3 1,3 5 0
59972,0,C3,3 3 2,3 5 1
59972,0,C3,3 3 3,3 5 2
59972,0,C3,3 3 4,3 5 3
59972,0,C3,3 3 5,3 5 4
59972,0,C3,3 3 6,3 5 5
59972,0,C3,3 4 1,3 6 0
59972,0,C3,3 4 2,3 6 1
59972,0,C3,3 4 3,3 6 2
59972,0,C3,3 4 4,3 6 3
59972,0,C3,3 4 5,3 6 4
59972,0,C3,3 4 6,3 6 5
59972,0,C3,4 1 1,4 3 0
59972,0,C3,4 1 2,4 3 1
59972,0,C3,4 1 3,4 3 2
59972,0,C3,4 1 4,4 3 3
59972,0,C3,4 1 5,4 3 4
59972,0,C3,4 1 6,4 3 5
59972,0,C3,4 2 1,4 4 0
59972,0,C3,4 2 2,4 4 1
59972,0,C3,4 2 3,4 4 2
59972,0,C3,4 2 4,4 4 3
59972,0,C3,4 2 5,4 4 4
59972,0,C3,4 2 6,4 4 5
59972,0,C3,4 3 1,4 5 0
59972,0,C3,4 3 2,4 5 1
59972,0,C3,4 3 3,4 5 2
59972,0,C3,4 3 4,4 5 3
59972,0,C3,4 3 5,4 5 4
59972,0,C3,4 3 6,4 5 5
59972,0,C3,4 4 1,4 6 0
59972,0,C3,4 4 2,4 6 1
59972,0,C3,4 4 3,4 6 2
59972,0,C3,4 4 4,4 6 3
59972,0,C3,4 4 5,4 6 4
59972,0,C3,4 4 6,4 6 5
59972,0,C3,5 1 1,5 3 0
59972,0,C3,5 1 2,5 3 1
59972,0,C3,5 1 3,5 3 2
59972,0,C3,5 1 4,5 3 3
59972,0,C3,5 1 5,5 3 4
59972,0,C3,5 1 6,5 3 5
59972,0,C3,5 2 1,5 4 0
59972,0,C3,5 2 2,5 4 1
59972,0,C3,5 2 3,5 4 2
59972,0,C3,5 2 4,5 4 3
59972,0,C3,5 2 5,5 4 4
59972,0,C3,5 2 6,5 4 5
59972,0,C3,5 3 1,5 5 0
59972,0,C3,5 3 2,5 5 1
59972,0,C3,5 3 3,5 5 2
59972,0,C3,5 3 4,5 5 3
59972,0,C3,5 3 5,5 5 4
59972,0,C3,5 3 6,5 5 5
59972,0,C3,5 4 1,5 6 0
59972,0,C3,5 4 2,5 6 1
59972,0,C3,5 4 3,5 6 2
59972,0,C3,5 4 4,5 6 3
59972,0,C3,5 4 5,5 6 4
59972,0,C3,5 4 6,5 6 5
59972,0,C3,6 1 1,6 3 0
59972,0,C3,6 1 2,6 3 1
59972,0,C3,6 1 3,6 3 2
59972,0,C3,6 1 4,6 3 3
59972,0,C3,6 1 5,6 3 4
59972,0,C3,6 1 6,6 3 5
59972,0,C3,6 2 1,6 4 0
59972,0,C3,6 2 2,6 4 1
59972,0,C3,6 2 3,6 4 2
59972,0,C3,6 2 4,6 4 3
59972,0,C3,6 2 5,6 4 4
59972,0,C3,6 2 6,6 4 5
59972,0,C3,6 3 1,6 5 0
59972,0,C3,6 3 2,6 5 1
59972,0,C3,6 3 3,6 5 2
59972,0,C3,6 3 4,6 5 3
59972,0,C3,6 3 5,6 5 4
59972,0,C3,6 3 6,6 5 5
59972,0,C3,6 4 1,6 6 0
59972,0,C3,6 4 2,6 6 1
59972,0,C3,6 4 3,6 6 2
59972,0,C3,6 4 4,6 6 3
59972,0,C3,6 4 5,6 6 4
59972,0,C3,6 4 6,6 6 5
59972,0,C4,1 1 1 1,0 1 3 0
59972,0,C4,1 1 1 2,0 1 3 1
59972,0,C4,1 1 1 3,0 1 3 2
59972,0,C4,1 2 1 1,0 2 3 0
59972,0,C4,1 2 1 2,0 2 3 1
59972,0,C4,1 2 1 3,0 2 3 2
59972,0,C4,1 3 1 1,0 3 3 0
59972,0,C4,1 3 1 2,0 3 3 1
59972,0,C4,1 3 1 3,0 3 3 2
59972,0,C4,2 1 1 1,1 1 3 0
59972,0,C4,2 1 1 2,1 1 3 1
59972,0,C4,2 1 1 3,1 1 3 2
59972,0,C4,2 2 1 1,1 2 3 0
59972,0,C4,2 2 1 2,1 2 3 1
59972,0,C4,2 2 1 3,1 2 3 2
59972,0,C4,2 3 1 1,1 3 3 0
59972,0,C4,2 3 1 2,1 3 3 1
59972,0,C4,2 3 1 3,1 3 3 2
59972,0,C4,3 1 1 1,2 1 3 0
59972,0,C4,3 1 1 2,2 1 3 1
59972,0,C4,3 1 1 3,2 1 3 2
59972,0,C4,3 2 1 1,2 2 3 0
59972,0,C4,3 2 1 2,2 2 3 1
59972,0,C4,3 2 1 3,2 2 3 2
59972,0,C4,3 3 1 1,2 3 3 0
59972,0,C4,3 3 1 2,2 3 3 1
59972,0,C4,3 3 1 3,2 3 3 2
59973,1,C3,1 1 1,1 3 1
59973,1,C4,2 1 1 1,0 1 3 1
59973,1,C4,3 1 1 1,1 1 3 1
59973,1,F4,2 1 1 1,0 1 3 1
59973,1,F4,3 1 1 1,1 1 3 1
59974,0,C3,1 1 1,1 3 2
59974,0,C4,3 1 1 1,0 1 3 2
59976,0,C3,1 1 1,2 0 3
59976,0,C4,2 1 1 1,0 2 0 3
59976,0,C4,3 1 1 1,1 2 0 3
59977,1,C3,1 1 1,2 1 2
59977,1,C4,2 1 1 1,0 2 1 2
59977,1,C4,3 1 1 1,1 2 1 2
59977,1,F4,2 1 1 1,0 2 1 2
59977,1,F4,3 1 1 1,1 2 1 2
59978,0,C3,1 1 1,2 1 3
59978,0,C4,3 1 1 1,0 2 1 3
59979,0,C3,1 1 1,2 2 1
59979,0,C4,2 1 1 1,0 2 2 1
59979,0,C4,3 1 1 1,1 2 2 1
59980,1,C3,1 1 1,2 2 2
59980,1,C4,3 1 1 1,0 2 2 2
59980,1,F4,3 1 1 1,0 2 2 2
59982,1,C3,1 1 1,2 3 0
59982,1,C4,2 1 1 1,0 2 3 0
59982,1,C4,3 1 1 1,1 2 3 0
59982,1,F4,1 1 1 1,0 0 3 2
59982,1,F4,2 1 1 1,1 0 3 2
59982,1,F4,3 1 1 1,2 0 3 2
59983,0,C3,1 1 1,2 3 1
59983,0,C4,3 1 1 1,0 2 3 1
59986,0,C3,1 1 1,3 0 2
59986,0,C3,1 1 2,3 0 3
59986,0,C3,1 1 3,3 0 4
59986,0,C3,1 1 4,3 0 5
59986,0,C3,1 1 5,3 0 6
59986,0,C3,2 1 1,4 0 2
59986,0,C3,2 1 2,4 0 3
59986,0,C3,2 1 3,4 0 4
59986,0,C3,2 1 4,4 0 5
59986,0,C3,2 1 5,4 0 6
59986,0,C3,3 1 1,5 0 2
59986,0,C3,3 1 2,5 0 3
59986,0,C3,3 1 3,5 0 4
59986,0,C3,3 1 4,5 0 5
59986,0,C3,3 1 5,5 0 6
59986,0,C3,4 1 1,6 0 2
59986,0,C3,4 1 2,6 0 3
59986,0,C3,4 1 3,6 0 4
59986,0,C3,4 1 4,6 0 5
59986,0,C3,4 1 5,6 0 6
59986,0,C4,2 1 1 1,0 3 0 2
59986,0,C4,2 1 1 2,0 3 0 3
59986,0,C4,3 1 1 1,1 3 0 2
59986,0,C4,3 1 1 2,1 3 0 3
59987,1,C3,1 1 1,3 0 3
59987,1,C4,3 1 1 1,0 3 0 3
59987,1,F4,3 1 1 1,0 3 0 3
59988,1,C3,1 1 1,3 1 1
59988,1,C3,1 1 2,3 1 2
59988,1,C3,1 1 3,3 1 3
59988,1,C3,1 1 4,3 1 4
59988,1,C3,1 1 5,3 1 5
59988,1,C3,1 1 6,3 1 6
59988,1,C3,2 1 1,4 1 1
59988,1,C3,2 1 2,4 1 2
59988,1,C3,2 1 3,4 1 3
59988,1,C3,2 1 4,4 1 4
59988,1,C3,2 1 5,4 1 5
59988,1,C3,2 1 6,4 1 6
59988,1,C3,3 1 1,5 1 1
59988,1,C3,3 1 2,5 1 2
59988,1,C3,3 1 3,5 1 3
59988,1,C3,3 1 4,5 1 4
59988,1,C3,3 1 5,5 1 5
59988,1,C3,3 1 6,5 1 6
59988,1,C3,4 1 1,6 1 1
59988,1,C3,4 1 2,6 1 2
59988,1,C3,4 1 3,6 1 3
59988,1,C3,4 1 4,6 1 4
59988,1,C3,4 1 5,6 1 5
59988,1,C3,4 1 6,6 1 6
59988,1,C4,2 1 1 1,0 3 1 1
59988,1,C4,2 1 1 2,0 3 1 2
59988,1,C4,2 1 1 3,0 3 1 3
59988,1,C4,3 1 1 1,1 3 1 1
59988,1,C4,3 1 1 2,1 3 1 2
59988,1,C4,3 1 1 3,1 3 1 3
